646  ;  658  ;  -1266;1
643  ;  663  ;  -1275;1
639  ;  671  ;  -1284;1
636  ;  676  ;  -1293;1
632  ;  680  ;  -1302;1
629  ;  683  ;  -1311;1
629  ;  683  ;  -1320;1
627  ;  685  ;  -1329;1
624  ;  688  ;  -1338;1
622  ;  690  ;  -1347;1
620  ;  692  ;  -1354;1
620  ;  692  ;  -1370;1
617  ;  693  ;  -1386;1;6
616  ;  694  ;  -1401;1;6
614  ;  695  ;  -1425;1
612  ;  695  ;  -1449;1
611  ;  694  ;  -1471;1
611  ;  695  ;  -1484;1
609  ;  694  ;  -1499;1
607  ;  693  ;  -1514;1
607  ;  692  ;  -1529;1
606  ;  691  ;  -1544;1
604  ;  690  ;  -1555;1
604  ;  690  ;  -1573;1
603  ;  688  ;  -1591;1
602  ;  686  ;  -1608;1
601  ;  684  ;  -1617;1
600  ;  681  ;  -1631;1
600  ;  680  ;  -1645;1
600  ;  680  ;  -1659;1
598  ;  677  ;  -1673;1
598  ;  674  ;  -1687;1
597  ;  668  ;  -1699;1
596  ;  662  ;  -1706;1
596  ;  663  ;  -1714;1
595  ;  659  ;  -1719;1;2
594  ;  656  ;  -1719;2
594  ;  651  ;  -1719;2
594  ;  646  ;  -1719;2
593  ;  642  ;  -1719;2
593  ;  642  ;  -1719;2
594  ;  637  ;  -1719;2
593  ;  632  ;  -1719;2
593  ;  629  ;  -1718;2
592  ;  622  ;  -1718;2
592  ;  616  ;  -1734;3
592  ;  616  ;  -1750;3
592  ;  612  ;  -1757;3
592  ;  606  ;  -1764;3;3
592  ;  596  ;  -1771;3
592  ;  587  ;  -1779;3
592  ;  587  ;  -1787;3
591  ;  582  ;  -1795;3
591  ;  576  ;  -1800;3
591  ;  570  ;  -1806;3
591  ;  563  ;  -1813;3
591  ;  563  ;  -1820;3
591  ;  557  ;  -1827;3
591  ;  550  ;  -1834;3
591  ;  543  ;  -1841;3
591  ;  537  ;  -1846;3
591  ;  530  ;  -1806;4
591  ;  530  ;  -1766;4
591  ;  523  ;  -1726;4
591  ;  515  ;  -1703;4
591  ;  508  ;  -1680;4
591  ;  502  ;  -1657;4
593  ;  494  ;  -1634;4
593  ;  494  ;  -1611;4
588  ;  524  ;  -1588;4
584  ;  551  ;  -1565;4
581  ;  575  ;  -1542;4
577  ;  602  ;  -1519;4
575  ;  620  ;  -1496;4
575  ;  620  ;  -1473;4
572  ;  640  ;  -1450;4
569  ;  660  ;  -1427;4
565  ;  678  ;  -1404;4
563  ;  693  ;  -1381;4
561  ;  709  ;  -1358;4
561  ;  709  ;  -1335;4
558  ;  724  ;  -1312;4
556  ;  738  ;  -1289;4
554  ;  753  ;  -1266;4
552  ;  765  ;  -1243;4
549  ;  777  ;  -1220;4
549  ;  777  ;  -1197;4
547  ;  789  ;  -1174;4
545  ;  800  ;  -1151;4
543  ;  811  ;  -1128;4
541  ;  821  ;  -1105;4
540  ;  828  ;  -1082;4
540  ;  829  ;  -1059;4
536  ;  841  ;  -1036;4
534  ;  847  ;  -1013;4
532  ;  856  ;  -990;4
530  ;  863  ;  -967;4
527  ;  870  ;  -944;4
527  ;  870  ;  -921;4
525  ;  875  ;  -898;4
523  ;  881  ;  -875;4
521  ;  887  ;  -852;4
521  ;  895  ;  -829;4
516  ;  899  ;  -806;4
513  ;  899  ;  -783;4
510  ;  899  ;  -760;4
507  ;  899  ;  -737;4
504  ;  899  ;  -714;4
501  ;  899  ;  -691;4
498  ;  899  ;  -668;4
495  ;  899  ;  -645;4
492  ;  899  ;  -622;4
489  ;  899  ;  -599;4
486  ;  899  ;  -576;4
483  ;  899  ;  -553;4
480  ;  899  ;  -530;4
477  ;  899  ;  -507;4
474  ;  899  ;  -484;4
471  ;  899  ;  -461;4
468  ;  899  ;  -438;4
474  ;  902  ;  -415;4
470  ;  898  ;  -335;4
467  ;  894  ;  -324;4
463  ;  886  ;  -315;4
459  ;  878  ;  -302;4
455  ;  870  ;  -289;4
454  ;  862  ;  -275;4
450  ;  855  ;  -264;4
447  ;  845  ;  -253;4
447  ;  845  ;  -242;4
443  ;  838  ;  -231;4
437  ;  817  ;  -220;4
432  ;  796  ;  -209;4
428  ;  782  ;  -198;4
428  ;  782  ;  -187;4
424  ;  766  ;  -172;4
419  ;  740  ;  -164;4
414  ;  715  ;  -156;4
429  ;  708  ;  -146;4
444  ;  701  ;  -137;4
459  ;  694  ;  -132;4
474  ;  687  ;  -127;4
492  ;  681  ;  -105;4
492  ;  681  ;  -202;5
506  ;  683  ;  -298;5
518  ;  684  ;  -336;5
527  ;  683  ;  -374;5
534  ;  683  ;  -412;5
540  ;  682  ;  -450;5
540  ;  682  ;  -488;5
546  ;  681  ;  -526;5
551  ;  679  ;  -564;5
556  ;  676  ;  -602;5
559  ;  674  ;  -640;5
561  ;  673  ;  -678;5
564  ;  671  ;  -716;5
567  ;  670  ;  -754;5
570  ;  668  ;  -792;5
571  ;  667  ;  -830;5
574  ;  665  ;  -868;5
576  ;  664  ;  -898;5
580  ;  662  ;  -936;5
584  ;  659  ;  -966;5;14
