701  ;  604  ;  -891;1
696  ;  618  ;  -936;1
696  ;  618  ;  -936;1
690  ;  631  ;  -981;1
686  ;  642  ;  -1014;1
682  ;  651  ;  -1047;1
678  ;  659  ;  -1080;1
678  ;  659  ;  -1113;1
675  ;  667  ;  -1146;1
671  ;  673  ;  -1179;1
669  ;  678  ;  -1212;1
666  ;  683  ;  -1245;1
664  ;  686  ;  -1278;1
664  ;  686  ;  -1311;1
662  ;  689  ;  -1331;1
660  ;  692  ;  -1351;1
658  ;  695  ;  -1370;1
656  ;  697  ;  -1381;1;35
654  ;  699  ;  -1395;1
654  ;  699  ;  -1414;1
653  ;  699  ;  -1433;1
651  ;  700  ;  -1444;1;30
650  ;  701  ;  -1455;1
649  ;  701  ;  -1472;1
648  ;  701  ;  -1488;1
648  ;  701  ;  -1498;1;29
647  ;  700  ;  -1509;1;26
646  ;  699  ;  -1517;1;25
645  ;  698  ;  -1527;1;25
644  ;  697  ;  -1535;1;28
642  ;  695  ;  -1547;1;28
642  ;  695  ;  -1555;1
642  ;  693  ;  -1569;1
641  ;  691  ;  -1582;1
641  ;  689  ;  -1592;1
640  ;  686  ;  -1604;1
640  ;  684  ;  -1615;1
640  ;  684  ;  -1623;1;21
639  ;  681  ;  -1630;1;21
639  ;  678  ;  -1637;1;19
638  ;  675  ;  -1643;1;26
638  ;  670  ;  -1654;1
637  ;  666  ;  -1663;1
637  ;  666  ;  -1672;1
637  ;  661  ;  -1681;1
636  ;  657  ;  -1690;1
636  ;  654  ;  -1699;1
636  ;  650  ;  -1707;1
637  ;  643  ;  -1715;1
637  ;  643  ;  -1723;1
636  ;  639  ;  -1731;1
636  ;  634  ;  -1736;1;18
636  ;  629  ;  -1740;1;19
636  ;  623  ;  -1745;1;15
636  ;  623  ;  -1749;1;13
637  ;  617  ;  -1753;1;18
637  ;  612  ;  -1756;1
637  ;  607  ;  -1766;1
636  ;  601  ;  -1776;1
636  ;  595  ;  -1749;2
636  ;  595  ;  -1722;2
636  ;  587  ;  -1695;2
636  ;  582  ;  -1668;2
636  ;  575  ;  -1641;2
636  ;  570  ;  -1614;2
637  ;  562  ;  -1587;2
637  ;  562  ;  -1560;2
638  ;  556  ;  -1533;2
637  ;  548  ;  -1506;2
638  ;  541  ;  -1479;2
638  ;  535  ;  -1452;2
637  ;  527  ;  -1425;2
637  ;  527  ;  -1398;2
638  ;  521  ;  -1371;2
638  ;  514  ;  -1344;2
640  ;  496  ;  -1317;2
640  ;  495  ;  -1290;2
624  ;  493  ;  -1263;2
624  ;  493  ;  -1236;2
616  ;  490  ;  -1209;2
603  ;  483  ;  -1182;2
590  ;  477  ;  -1155;2
581  ;  472  ;  -1128;2
581  ;  472  ;  -1101;2
574  ;  468  ;  -1074;2
564  ;  461  ;  -1047;2
557  ;  456  ;  -1020;2
551  ;  450  ;  -993;2
543  ;  444  ;  -966;2
543  ;  444  ;  -939;2
537  ;  440  ;  -912;2
526  ;  430  ;  -885;2
516  ;  420  ;  -858;2
507  ;  413  ;  -831;2
507  ;  413  ;  -804;2
502  ;  404  ;  -777;2
498  ;  396  ;  -728;2
492  ;  388  ;  -728;2;67
488  ;  379  ;  -683;2;106
488  ;  378  ;  -652;2;77
483  ;  370  ;  -628;2
477  ;  361  ;  -624;2
471  ;  349  ;  -620;2
467  ;  340  ;  -616;2
459  ;  328  ;  -612;2
459  ;  329  ;  -608;2
454  ;  317  ;  -604;2
448  ;  306  ;  -600;2
443  ;  291  ;  -596;2
437  ;  279  ;  -592;2
431  ;  265  ;  -588;2
431  ;  265  ;  -584;2
426  ;  250  ;  -571;2
