












973 ; -524
967 ; -512
967 ; -512
962 ; -503
958 ; -494
954 ; -488
948 ; -474
945 ; -469
945 ; -468
941 ; -461
938 ; -455
934 ; -449
929 ; -442
926 ; -437
926 ; -437
922 ; -432
918 ; -428
914 ; -424
910 ; -421
910 ; -421
906 ; -418
902 ; -415
898 ; -412
895 ; -410
892 ; -409
892 ; -409
887 ; -408
883 ; -408
879 ; -408
876 ; -408
871 ; -409
871 ; -409
868 ; -410
864 ; -413
860 ; -415
856 ; -419
852 ; -422
852 ; -422
848 ; -425
844 ; -430
839 ; -435
834 ; -442
831 ; -447
831 ; -447
826 ; -454
823 ; -462
818 ; -469
814 ; -476













805 ; -458
816 ; -441
822 ; -425
822 ; -425
825 ; -412

839 ; -379
841 ; -375
842 ; -374
845 ; -367
847 ; -361
849 ; -357
852 ; -354
854 ; -350
854 ; -350
856 ; -347
858 ; -345
861 ; -343
863 ; -342
865 ; -341
865 ; -341
867 ; -341
868 ; -340
870 ; -341
871 ; -341
873 ; -342
873 ; -342
874 ; -343
876 ; -345
878 ; -346
879 ; -348
881 ; -350
881 ; -350
882 ; -352
884 ; -356
885 ; -358
887 ; -361
888 ; -365
887 ; -364
889 ; -368
890 ; -372
891 ; -376
893 ; -380
894 ; -384
893 ; -384
895 ; -389
896 ; -393
898 ; -398
899 ; -403
899 ; -403
900 ; -407
902 ; -413
903 ; -419
904 ; -425


889 ; -414
884 ; -407
877 ; -398
870 ; -391
870 ; -391
863 ; -384
856 ; -378
852 ; -373
846 ; -368
840 ; -364
839 ; -364

819 ; -353
813 ; -350
807 ; -347
807 ; -347
800 ; -347
794 ; -346
788 ; -345
782 ; -346
776 ; -347
776 ; -347
768 ; -348
760 ; -351
754 ; -354
747 ; -358
741 ; -362
741 ; -362
733 ; -367
726 ; -372



807 ; -328
828 ; -324
848 ; -320
848 ; -320
866 ; -315
879 ; -310
895 ; -304
907 ; -300
920 ; -297
920 ; -297
932 ; -295
944 ; -293
956 ; -291
965 ; -292
975 ; -293
975 ; -293
984 ; -295
992 ; -296
1000 ; -298
1008 ; -300
1015 ; -304
1015 ; -304
1022 ; -307
1029 ; -310
1036 ; -314
1042 ; -318
1047 ; -323
1047 ; -323
1054 ; -327
1059 ; -332
1064 ; -338
1070 ; -343
1075 ; -348
1075 ; -348
1080 ; -355
1085 ; -361
1090 ; -368
1095 ; -375
1099 ; -382
1099 ; -382
1104 ; -389
1107 ; -397
1111 ; -403
1116 ; -413
1120 ; -420
1120 ; -420
1123 ; -429
1126 ; -438
1130 ; -446
1134 ; -454
1134 ; -455
1138 ; -463
1139 ; -469
1143 ; -484
1146 ; -492
1149 ; -501
1148 ; -501
1152 ; -510
1154 ; -520
1158 ; -529
1160 ; -540
1161 ; -548
1162 ; -548
1165 ; -564
1167 ; -569
1169 ; -580
1172 ; -590
1173 ; -599
1173 ; -599
1176 ; -610
