
































1115 ; -492





1109 ; -466
1109 ; -466
1108 ; -466
1106 ; -466
1105 ; -467
1103 ; -467
1102 ; -467
1102 ; -467
1099 ; -467
1099 ; -468
1096 ; -468
1095 ; -468
1093 ; -468
1093 ; -468
1092 ; -468
1089 ; -469
1088 ; -468
1087 ; -468
1087 ; -468
1086 ; -468
1085 ; -468
1084 ; -468
1083 ; -467
1082 ; -467 ; -647
1082 ; -467 ; -637
1082 ; -466 ; -628
1082 ; -466 ; -618
 ;  ; -611
 ;  ; -601

 ;  ; -578


 ;  ; -541


 ;  ; -514

 ;  ; -495
 ;  ; -490
 ;  ; -484
 ;  ; -479
 ;  ; -473
 ;  ; -468
 ;  ; -463
1150 ; -459 ; -458
 ;  ; -454
 ;  ; -449
 ;  ; -444
 ;  ; -441



1128 ; -357 ; -416
1128 ; -364 ; -412
1129 ; -372 ; -409
1130 ; -380 ; -405
1130 ; -380 ; -402
1130 ; -388 ; -399
1131 ; -396 ; -396
1131 ; -412 ; -393

1161 ; -390 ; -385
1170 ; -386 ; -381
1177 ; -382 ; -379
1185 ; -378 ; -377
1193 ; -374
1202 ; -371 ; -372
1210 ; -369 ; -357
1216 ; -366
1232 ; -364
1232 ; -364
1246 ; -362 ; -415
1253 ; -362 ; -418
1258 ; -363 ; -422
1266 ; -364 ; -424
1266 ; -364 ; -425
1273 ; -365 ; -425
1280 ; -367 ; -424
1289 ; -371 ; -424
1295 ; -374 ; -422
1302 ; -378 ; -422
1302 ; -378 ; -424
1309 ; -382 ; -426
1316 ; -387
1324 ; -393
1329 ; -399
1337 ; -407
1352 ; -423 ; -439
1358 ; -433 ; -439
1365 ; -444 ; -440
 ;  ; -438
 ;  ; -441
1390 ; -478


1339 ; -429 ; -451
1333 ; -421 ; -452
1333 ; -421 ; -456
1325 ; -415
1317 ; -409
1304 ; -400 ; -471
1298 ; -397 ; -475
1298 ; -397 ; -477
1293 ; -395
1290 ; -392
1286 ; -391
1280 ; -389
1278 ; -390
1278 ; -389
1275 ; -390
1273 ; -390
1271 ; -392
1269 ; -393
1262 ; -398 ; -510
1260 ; -400 ; -515
1258 ; -403 ; -518
1256 ; -406 ; -521
1254 ; -409 ; -524
1255 ; -409 ; -527
1254 ; -413
1251 ; -422 ; -539
1250 ; -426
1249 ; -431 ; -552
1249 ; -436
1246 ; -446 ; -568
1245 ; -453 ; -573
1244 ; -458 ; -579
1244 ; -458 ; -584
1243 ; -463 ; -590
1243 ; -468 ; -594
 ;  ; -598
1242 ; -485 ; -601
1241 ; -489 ; -604
1241 ; -496 ; -607
1241 ; -503 ; -608
1240 ; -510 ; -608
1240 ; -518 ; -608
1240 ; -518
1239 ; -525
1239 ; -532
1239 ; -546

 ;  ; -625
1246 ; -519
1249 ; -498 ; -643
1249 ; -498 ; -654
1250 ; -489 ; -660
1251 ; -482 ; -662
1253 ; -468 ; -692
1254 ; -463 ; -693
1255 ; -455 ; -690
1255 ; -455
1257 ; -447
1258 ; -441
1258 ; -436
1259 ; -432
1260 ; -428
1260 ; -428
1261 ; -424
1262 ; -420
1265 ; -417
1266 ; -414
1268 ; -412
1268 ; -412
1270 ; -409
1271 ; -408
1272 ; -407
1273 ; -406
1274 ; -406
1274 ; -406
1275 ; -405
1277 ; -406
1278 ; -406
1280 ; -406
1280 ; -406
1281 ; -407
1282 ; -409
1285 ; -411
1286 ; -414
1287 ; -418
1287 ; -418
1289 ; -423
1290 ; -427
1293 ; -437
1293 ; -441
1293 ; -441
1295 ; -450
1296 ; -456
1297 ; -462
1298 ; -469
1300 ; -481
1300 ; -481
1301 ; -486
1303 ; -505 ; -630
1304 ; -515
1305 ; -526
1307 ; -535
1307 ; -546
1308 ; -558
1311 ; -580 ; -665
1311 ; -580
1311 ; -591
1312 ; -604
