































-711 ; 977 -- 











-484 ; 1100 -- 

-355 ; 1091 -- 



-462 ; 1102 -- 
-457 ; 1103 -- 

-464 ; 1135 -- 
-461 ; 999 -- 
-461 ; 999 -- 
-379 ; 1111 -- 






-309 ; 1160 -- 
-299 ; 1168 -- 
-820 ; 1108 -- -489 ; 1030 -- 
-658 ; 975 -- -282 ; 1183 -- 
-658 ; 975 -- -282 ; 1183 -- 
-275 ; 1190 -- 
-267 ; 1196 -- 
-261 ; 1202 -- 
-255 ; 1209 -- 
-255 ; 1208 -- 
-250 ; 1215 -- 
-245 ; 1221 -- 
-241 ; 1228 -- 
-237 ; 1235 -- 
-233 ; 1240 -- 
-232 ; 1240 -- 
-231 ; 1246 -- 
-228 ; 1254 -- 
-226 ; 1260 -- 
-819 ; 1103 -- -224 ; 1264 -- 
-223 ; 1271 -- 
-223 ; 1271 -- 
-222 ; 1276 -- 
-818 ; 1106 -- 
-223 ; 1290 -- 
-224 ; 1295 -- 
-226 ; 1302 -- 
-226 ; 1302 -- 
-229 ; 1309 -- 
-841 ; 1061 -- -232 ; 1315 -- 
-236 ; 1321 -- 
-240 ; 1328 -- 
-244 ; 1334 -- 
-244 ; 1334 -- 
-250 ; 1340 -- 
-687 ; 981 -- -256 ; 1347 -- 
-687 ; 981 -- -264 ; 1353 -- 
-864 ; 1063 -- -687 ; 981 -- -536 ; 1059 -- -271 ; 1359 -- 
-687 ; 981 -- -279 ; 1366 -- 
-867 ; 1063 -- -687 ; 981 -- -279 ; 1366 -- 
-867 ; 1063 -- -688 ; 981 -- -288 ; 1372 -- 
-867 ; 1063 -- -299 ; 1378 -- 
-310 ; 1386 -- 
-322 ; 1393 -- 
-591 ; 986 -- -334 ; 1399 -- 
-816 ; 1073 -- -591 ; 986 -- -334 ; 1399 -- 
-772 ; 1223 -- -347 ; 1405 -- 
-592 ; 986 -- -362 ; 1412 -- 
-535 ; 1049 -- -379 ; 1419 -- 
-772 ; 1224 -- -394 ; 1426 -- 
-760 ; 1227 -- -534 ; 1050 -- -412 ; 1432 -- 
-534 ; 1050 -- -412 ; 1432 -- 









-385 ; 1175 -- 
-385 ; 1175 -- 

-377 ; 1128 -- 

-371 ; 1090 -- 
-370 ; 1075 -- 
-370 ; 1075 -- 
-368 ; 1060 -- 
-368 ; 1048 -- 
-368 ; 1036 -- 
-368 ; 1025 -- 
-369 ; 1016 -- 
-369 ; 1016 -- 
-371 ; 1007 -- 
-372 ; 998 -- 
-563 ; 1094 -- -375 ; 991 -- 
-563 ; 1091 -- -377 ; 983 -- 
-380 ; 976 -- 
-380 ; 976 -- 
-494 ; 1021 -- -383 ; 970 -- 
-387 ; 964 -- 
-390 ; 958 -- 
-394 ; 952 -- 
-489 ; 1007 -- -398 ; 948 -- 
-489 ; 1007 -- -398 ; 948 -- 
-402 ; 943 -- 
-407 ; 939 -- 
-412 ; 934 -- 
-417 ; 930 -- 
-422 ; 926 -- 
-422 ; 926 -- 
-504 ; 1014 -- -427 ; 922 -- 
-504 ; 980 -- -433 ; 919 -- 
-508 ; 976 -- -438 ; 915 -- 
-445 ; 912 -- 
-621 ; 1266 -- -516 ; 967 -- -452 ; 909 -- 
-539 ; 1064 -- -452 ; 910 -- 
-522 ; 963 -- 
-464 ; 904 -- 
-564 ; 1011 -- -533 ; 953 -- -469 ; 902 -- 
-564 ; 1033 -- 
-486 ; 897 -- 
-486 ; 897 -- 
-492 ; 895 -- 
-499 ; 892 -- 
-782 ; 1315 -- -506 ; 890 -- 
-513 ; 889 -- 
-513 ; 889 -- 
-521 ; 887 -- 
-529 ; 886 -- 
-536 ; 884 -- 
-544 ; 882 -- 
-550 ; 881 -- 
-550 ; 881 -- 

-569 ; 878 -- 
-575 ; 876 -- 
-858 ; 995 -- 


-837 ; 1072 -- 

-828 ; 978 -- -493 ; 878 -- 
-489 ; 1015 -- -463 ; 879 -- 


-663 ; 965 -- 
-662 ; 963 -- 

-342 ; 884 -- 

-321 ; 884 -- 
-302 ; 886 -- 
-284 ; 887 -- 
-265 ; 888 -- 
-248 ; 889 -- 
-230 ; 891 -- 
-230 ; 891 -- 
-215 ; 892 -- 
-618 ; 866 -- -201 ; 893 -- 
-852 ; 902 -- -186 ; 895 -- 
-173 ; 895 -- 
-160 ; 896 -- 
-160 ; 896 -- 
-147 ; 897 -- 
-134 ; 898 -- 

-112 ; 900 -- 
-899 ; 966 -- -102 ; 900 -- 
-899 ; 966 -- -102 ; 900 -- 
-900 ; 966 -- -92 ; 902 -- 
-84 ; 902 -- 
-873 ; 887 -- 
-64 ; 904 -- 
-64 ; 904 -- 
-789 ; 1040 -- -59 ; 905 -- 
-52 ; 906 -- 
-46 ; 906 -- 
-39 ; 907 -- 


-33 ; 908 -- 

-955 ; 945 -- 

-923 ; 858 -- 



-7 ; 913 -- 
-6 ; 913 -- 


-6 ; 914 -- 
-7 ; 914 -- 
-8 ; 914 -- 





-32 ; 914 -- 
-35 ; 914 -- 
-41 ; 915 -- 
-41 ; 915 -- 
-48 ; 914 -- 
-56 ; 915 -- 
-63 ; 915 -- 
-469 ; 948 -- -77 ; 915 -- 
-468 ; 950 -- 
-468 ; 951 -- -87 ; 916 -- 
-467 ; 952 -- -98 ; 915 -- 
-467 ; 954 -- -110 ; 915 -- 
-844 ; 663 -- -467 ; 955 -- -125 ; 915 -- 
-844 ; 663 -- -467 ; 957 -- -139 ; 915 -- 
-860 ; 909 -- -844 ; 663 -- -805 ; 834 -- -467 ; 958 -- -155 ; 915 -- 
-903 ; 830 -- -805 ; 834 -- -467 ; 958 -- -155 ; 915 -- 
-904 ; 830 -- 




-468 ; 967 -- 


-903 ; 881 -- -283 ; 1026 -- 
-470 ; 893 -- 
-470 ; 893 -- 

-297 ; 1067 -- 
-302 ; 1077 -- 
-306 ; 1082 -- 
-310 ; 1090 -- 
-310 ; 1090 -- 
-313 ; 1093 -- 
-317 ; 1098 -- 
-320 ; 1103 -- 
-629 ; 743 -- -323 ; 1106 -- 
-921 ; 822 -- -827 ; 944 -- -649 ; 751 -- -327 ; 1110 -- 
-921 ; 822 -- -827 ; 944 -- -649 ; 751 -- -327 ; 1110 -- 
-827 ; 944 -- -331 ; 1112 -- 
-827 ; 945 -- -334 ; 1116 -- 
-827 ; 945 -- -338 ; 1119 -- 
-341 ; 1121 -- 
-345 ; 1123 -- 
-345 ; 1123 -- 
-349 ; 1125 -- 
-898 ; 869 -- -354 ; 1127 -- 
-550 ; 1059 -- -468 ; 1016 -- 
-549 ; 1064 -- -362 ; 1131 -- 
-467 ; 1021 -- 
-467 ; 1021 -- 
-467 ; 1024 -- 
-464 ; 915 -- 
-930 ; 923 -- -835 ; 796 -- -467 ; 1028 -- -380 ; 1138 -- 
-930 ; 925 -- -385 ; 1140 -- 
-930 ; 925 -- -467 ; 1031 -- 
-930 ; 925 -- -467 ; 1031 -- 
-462 ; 966 -- 
-466 ; 1033 -- 
-466 ; 1036 -- -404 ; 1145 -- 
-873 ; 944 -- 
-872 ; 942 -- -467 ; 1039 -- -414 ; 1148 -- 
-873 ; 944 -- -467 ; 1039 -- -414 ; 1148 -- 
-419 ; 1149 -- 
-424 ; 1151 -- 
-513 ; 1086 -- -430 ; 1152 -- 
-864 ; 1001 -- -435 ; 1153 -- 
-864 ; 1001 -- -435 ; 1153 -- 
-864 ; 1001 -- -441 ; 1154 -- 
-502 ; 1107 -- 
-590 ; 1086 -- -496 ; 1118 -- -452 ; 1156 -- 
-458 ; 1158 -- 




-464 ; 1160 -- 

-464 ; 1151 -- 
-464 ; 1151 -- 
-453 ; 1183 -- 
-462 ; 1148 -- 
-460 ; 1146 -- 
-450 ; 1190 -- 
-460 ; 1138 -- 
-460 ; 1138 -- 
-597 ; 992 -- -446 ; 1194 -- 


-444 ; 1203 -- 



-445 ; 1212 -- 
-447 ; 1215 -- 
-448 ; 1218 -- 
-450 ; 1222 -- 
-450 ; 1222 -- 
-453 ; 1223 -- 
-455 ; 1227 -- 
-457 ; 1229 -- 
-460 ; 1232 -- 
-463 ; 1235 -- 
-463 ; 1235 -- 



-482 ; 1245 -- 
-487 ; 1248 -- 
-487 ; 1248 -- 
-493 ; 1251 -- 
-499 ; 1254 -- 
-716 ; 1279 -- -505 ; 1256 -- 
-512 ; 1258 -- 
-512 ; 1258 -- 
-520 ; 1262 -- 
-526 ; 1264 -- 
-534 ; 1266 -- 
-543 ; 1268 -- 


-560 ; 1272 -- 
-568 ; 1276 -- 
-577 ; 1278 -- 
-586 ; 1280 -- 







-622 ; 1288 -- 



-583 ; 1285 -- 


-606 ; 1288 -- 









-487 ; 1117 -- 
-487 ; 1117 -- 

-463 ; 1132 -- 

-632 ; 1261 -- 
-724 ; 1227 -- 
-724 ; 1227 -- 





-484 ; 1123 -- 
-708 ; 1234 -- -464 ; 1139 -- 
-463 ; 1140 -- 
-463 ; 1140 -- 


-627 ; 1297 -- -462 ; 1142 -- 
-462 ; 1142 -- 
-506 ; 1122 -- 
-629 ; 1297 -- 




-632 ; 1299 -- 
-633 ; 1300 -- 


-463 ; 1148 -- 
-463 ; 1149 -- 

-462 ; 1149 -- 


-462 ; 1150 -- 











-462 ; 1152 -- 

-462 ; 1152 -- 




-509 ; 1132 -- 
-611 ; 1304 -- -462 ; 1151 -- 
-462 ; 1152 -- 
-462 ; 1152 -- 
-606 ; 1305 -- -462 ; 1151 -- 
