631;651;-998
630;645;-1027
630;636;-1049
629;628;-1079
629;622;-1109
630;622;-1139
630;616;-1169
629;611;-1198
629;605;-1219
629;599;-1240
629;592;-1261
629;592;-1282
629;586;-1303
629;580;-1324
629;573;-1340
629;566;-1355
629;566;-1376
629;559;-1397
629;553;-1411
629;546;-1424
630;538;-1436
630;532;-1454
629;532;-1471
630;525;-1488
629;516;-1504
629;510;-1521
629;522;-1538
630;534;-1555
630;546;-1562
629;558;-1573
630;579;-1581
630;604;-1590
630;620;-1599
630;620;-1608
631;639;-1617
630;655;-1625
628;678;-1633
626;702;-1640
624;702;-1648
625;715;-1656
624;728;-1667
623;741;-1678
621;753;-1684
621;762;-1691
620;762;-1698
618;775;-1704
616;783;-1710
614;794;-1718
614;804;-1722
612;812;-1731
611;812;-1739
610;820;-1747
608;827;-1755
607;832;-1762
607;844;-1769
606;848;-1774
604;848;-1780
602;853;-1786
602;858;-1792
600;862;-1798
600;867;-1804
600;867;-1810
597;870;-1814
597;873;-1790
594;877;-1766
594;879;-1742
594;879;-1718
593;879;-1694
591;879;-1670
589;879;-1646
589;879;-1622
589;881;-1598
586;880;-1574
583;878;-1550
582;877;-1526
581;875;-1502
581;872;-1478
579;872;-1454
577;869;-1430
575;865;-1406
573;859;-1382
571;854;-1358
570;845;-1334
568;836;-1310
566;829;-1286
564;821;-1262
561;811;-1238
561;801;-1214
559;801;-1190
556;782;-1166
553;763;-1142
551;750;-1102
548;736;-1069
545;736;-1034
544;720;-1003
542;717;-986
539;714;-969
538;711;-952
538;708;-935
533;705;-918
529;702;-901
527;699;-884
524;696;-867
524;693;-850
521;690;-833
521;687;-816
521;684;-799
521;681;-782
521;678;-765
521;675;-748
521;672;-731
521;669;-714
521;666;-697
521;663;-680
521;660;-663
521;657;-646
521;654;-629
521;651;-612
521;648;-595
521;645;-578
521;642;-561
521;639;-544
521;636;-527
521;633;-510
521;630;-467
521;627;-456
521;624;-445
521;621;-428
521;618;-410
521;615;-401
521;612;-387
521;609;-373
521;606;-359
521;603;-345
521;600;-331
521;597;-313
521;594;-302
521;591;-291
521;588;-280
521;585;-269
521;582;-258
521;579;-254
521;576;-247
521;573;-239
521;570;-232
521;567;-224
521;564;-218
521;561;-211
521;558;-220
521;555;-229
521;552;-236
521;549;-241
521;546;-268
521;543;-292
521;540;-319
521;537;-346
521;534;-361
521;531;-376
521;528;-391
521;525;-406
521;522;-421
521;519;-436
521;516;-451
521;513;-466
521;510;-481
521;507;-496
521;504;-511
521;501;-526
521;498;-533
521;495;-552
521;492;-568
521;489;-597
521;486;-597
521;483;-562
521;480;-527
521;477;-492
521;474;-457
521;471;-422
521;468;-387
521;465;-352
521;462;-317
521;459;-282
521;456;-247
521;453;-212
521;450;-168
521;447;-161
521;444;-154
521;441;-147
521;438;-140
521;435;-129
521;432;-134
521;429;-137
521;426;-111
521;423;-112
521;420;-113
521;417;-115
521;414;-117
521;411;-126
521;408;-128
521;405;-130
521;459;-132
521;482;-134
521;504;-133
521;527;-144
521;527;-155
521;548;-156
521;568;-158
521;587;-159
521;606;-172
521;623;-185
531;623;-198
537;640;-211
543;655;-224
549;672;-237
549;685;-250
554;698;-263
558;698;-276
563;711;-289
568;725;-302
574;735;-315
574;746;-328
579;757;-341
583;757;-354
589;767;-367
593;777;-380
597;785;-393
597;794;-406
603;794;-419
607;802;-432
612;809;-445
616;815;-458
620;822;-471
620;828;-484
625;828;-497
629;832;-510
634;840;-523
637;848;-536
637;849;-549
642;849;-562
646;852;-575
651;854;-588
654;856;-601
659;858;-614
659;859;-627
662;859;-640
668;859;-653
675;859;-666
679;858;-656
679;857;-641
683;855;-626
687;855;-611
691;850;-593
695;845;-581
699;838;-569
699;833;-561
702;833;-553
707;828;-545
711;821;-538
715;812;-531
719;804;-525
719;795;-518
724;795;-508
730;785;-498
735;773;-488
739;761;-475
739;749;-470
742;737;-464
746;737;-459
749;724;-453
753;710;-446
757;694;-437
757;678;-428
761;678;-417
765;661;-408
769;652;-399
773;643;-395
777;634;-390
777;625;-382
781;616;-374
785;607;-369
789;599;-365
794;603;-359
794;604;-353
797;604;-347
786;604;-342
775;604;-336
764;602;-331
753;600;-325
742;599;-319
731;599;-326
724;596;-333
706;593;-340
692;589;-347
691;586;-348
678;583;-721
667;583;-745
656;581;-769
645;576;-791
636;572;-804
636;568;-805
628;564;-806
620;564;-807
613;559;-808
608;554;-809
603;549;-810
603;544;-811
596;538;-812
592;538;-813
588;532;-814
584;525;-815
580;520;-816
580;514;-817
575;508;-818
572;508;-819
569;501;-820
566;494;-821
563;488;-822
563;480;-823
560;480;-824
557;474;-825
555;467;-826
553;460;-827
551;452;-828
551;445;-829
549;445;-830
547;439;-831
545;426;-832
543;420;-833
543;413;-834
542;405;-835
541;405;-836
539;397;-826
538;388;-851
537;380;-876
537;372;-901
536;363;-926
535;363;-950
534;350;-974
533;338;-998
533;330;-1022
533;322;-1045
532;323;-1074
531;323;-1103
531;324;-1101
529;324;-1097
529;234;-1117
529;324;-1136
528;325;-1171
527;325;-1159
527;325;-1189
526;325;-1192
