786;593;-1129;11;
790;605;-1120;11;
794;617;-1111;11;6
796;628;-1102;11;6
801;637;-1093;11;8
800;637;-1084;11;
804;646;-1075;11;
807;654;-1066;11;
811;662;-1057;11;
813;670;-1048;11;
817;677;-1039;11;
817;677;-1030;11;
820;684;-1021;11;
823;690;-1012;11;
827;696;-1003;11;
829;700;-994;11;
832;705;-985;11;
832;706;-976;11;
835;710;-967;11;
838;714;-958;11;
841;717;-949;11;
844;720;-940;11;
847;723;-931;11;
847;723;-922;11;
850;724;-913;11;
853;726;-904;11;
856;727;-895;11;
859;728;-886;11;
861;728;-877;11;
861;728;-868;11;
864;727;-859;11;
867;727;-850;11;
870;725;-841;11;
873;723;-832;11;
875;721;-823;11;
875;721;-814;11;
878;718;-805;11;
881;715;-796;11;
884;711;-787;11;
887;706;-778;11;
890;701;-769;11;
889;701;-760;11;
892;695;-751;11;
895;689;-742;11;
898;682;-733;11;
901;674;-724;11;
903;666;-715;11;
904;666;-706;11;
906;658;-654;11;
909;648;-645;11;
911;639;-635;11;
914;628;-625;11;
914;628;-615;11;
917;616;-605;11;
920;604;-592;11;
923;591;-579;11;
925;579;-565;11;
927;564;-553;11;
927;565;-541;11;
930;550;-529;11;
927;546;-515;11;
924;542;-507;11;
921;538;-502;11;
918;534;-494;11;
915;530;-486;11;
913;529;-478;11;
909;538;-470;11;
905;543;-461;11;
901;547;-472;12;
901;547;-483;12;
897;549;-494;12;
893;550;-505;12;
891;551;-516;12;
887;553;-527;12;2
885;554;-538;12;
885;554;-549;12;
882;554;-560;12;
880;554;-571;12;
878;552;-582;12;
876;550;-593;12;
875;548;-604;12;
875;548;-615;12;
874;546;-626;12;
872;544;-637;12;
871;541;-648;12;
870;538;-659;12;
869;535;-670;12;
870;535;-681;12;
869;531;-689;12;
868;528;-709;12;
868;524;-735;12;
866;519;-761;12;
865;514;-782;12;
865;514;-797;12;
864;509;-815;12;
864;504;-827;12;
863;499;-845;12;
863;493;-859;12;
863;493;-874;12;
862;488;-887;12;
862;482;-907;12;
862;476;-926;12;
862;469;-941;12;
862;463;-959;12;
862;463;-976;12;7
862;458;-987;12;6
862;451;-997;12;6
861;446;-1010;12;6
862;433;-1023;12;7
861;428;-1036;12;7
861;428;-1049;12;5
862;422;-1058;12;
861;414;-1067;12;
862;407;-1076;12;
862;399;-1083;12;
862;392;-1085;12;
862;392;-1086;12;
862;384;-1087;12;4
862;376;-1088;12;
862;368;-1088;12;
862;362;-1088;12;
862;351;-1088;12;
862;351;-1088;12;
862;340;-1088;12;
862;329;-1088;12;
862;320;-1088;12;
