701 ; 604 ; -891
696 ; 618 ; -936
690 ; 631 ; -981
686 ; 642 ; -1014
682 ; 651 ; -1047
678 ; 659 ; -1080
678 ; 659 ; -1113
675 ; 667 ; -1146
671 ; 673 ; -1179
669 ; 678 ; -1212
666 ; 683 ; -1245
664 ; 686 ; -1278
664 ; 686 ; -1311
662 ; 689 ; -1331
660 ; 692 ; -1351
658 ; 695 ; -1370
656 ; 697 ; -1381
654 ; 699 ; -1395
654 ; 699 ; -1414
653 ; 699 ; -1433
651 ; 700 ; -1444
650 ; 701 ; -1455
649 ; 701 ; -1472
648 ; 701 ; -1488
648 ; 701 ; -1498
647 ; 700 ; -1509
646 ; 699 ; -1517
645 ; 698 ; -1527
644 ; 697 ; -1535
642 ; 695 ; -1547
642 ; 695 ; -1555
642 ; 693 ; -1569
641 ; 691 ; -1582
641 ; 689 ; -1592
640 ; 686 ; -1604
640 ; 684 ; -1615
640 ; 684 ; -1623
639 ; 681 ; -1630
639 ; 678 ; -1637
638 ; 675 ; -1643
638 ; 670 ; -1654
637 ; 666 ; -1663
637 ; 666 ; -1672
637 ; 661 ; -1681
636 ; 657 ; -1690
636 ; 654 ; -1699
636 ; 650 ; -1707
637 ; 643 ; -1715
637 ; 643 ; -1723
636 ; 639 ; -1731
636 ; 634 ; -1736
636 ; 629 ; -1740
636 ; 623 ; -1745
636 ; 623 ; -1749
637 ; 617 ; -1753
637 ; 612 ; -1756
637 ; 607 ; -1766
636 ; 601 ; -1776
636 ; 595 ; -1749
636 ; 595 ; -1722
636 ; 587 ; -1695
636 ; 582 ; -1668
636 ; 575 ; -1641
636 ; 570 ; -1614
637 ; 562 ; -1587
637 ; 562 ; -1560
638 ; 556 ; -1533
637 ; 548 ; -1506
638 ; 541 ; -1479
638 ; 535 ; -1452
637 ; 527 ; -1425
637 ; 527 ; -1398
638 ; 521 ; -1371
638 ; 514 ; -1344
640 ; 496 ; -1317
640 ; 495 ; -1290
624 ; 493 ; -1263
624 ; 493 ; -1236
616 ; 490 ; -1209
603 ; 483 ; -1182
590 ; 477 ; -1155
581 ; 472 ; -1128
581 ; 472 ; -1101
574 ; 468 ; -1074
564 ; 461 ; -1047
557 ; 456 ; -1020
551 ; 450 ; -993
543 ; 444 ; -966
543 ; 444 ; -939
537 ; 440 ; -912
526 ; 430 ; -885
516 ; 420 ; -858
507 ; 413 ; -831
507 ; 413 ; -804
502 ; 404 ; -777
498 ; 396 ; -728
492 ; 388 ; -728
488 ; 379 ; -683
488 ; 378 ; -652
483 ; 370 ; -628
477 ; 361 ; -624
471 ; 349 ; -620
467 ; 340 ; -616
459 ; 328 ; -612
459 ; 329 ; -608
454 ; 317 ; -604
448 ; 306 ; -600
443 ; 291 ; -596
437 ; 279 ; -592
431 ; 265 ; -588
431 ; 265 ; -584
426 ; 250 ; -571
421 ; 236 ; -568
